"advertiserId";"programmeName";"conversionRate";"approvalRate";"epc";"launchDate";"paymentStatus";"paymentRiskLevel";"awinIndex";"feedEnabled";"productReporting";"commissionMin";"commissionMax";"leadMin";"leadMax";"cookieLength";"parentSectors";"subSectors";"primarySector";"averagePaymentTime";"primaryRegion";"descriptionShort";"logoUrl";"displayUrl"
"127319";"BizzBox";"";"0.00";"0.00";"2026-06-02";"amber";"exposurelevel4";"0";"no";"no";"0";"0";"0";"0";"30";"Telco's & Services";"Business Services (B2B)|Education Training & Recruitment|Entertainment Downloads";"Business Services (B2B)";"null";"US";"BizzBox.ai is the all-in-one AI-powered platform built by founders, for founders. Replace 25+ business tools with one affordable subscription across HR, finance, marketing, legal, sales, productivity and AI, helping SMBs save time, reduce costs, and scale";"https://ui.awin.com/images/upload/merchant/profile/127319.png";"https://www.bizzbox.ai/"
"85419";"Adcos BR";"3.9188";"85.99";"0.48";"2024-07-11";"green";"none";"63.3288";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"81";"BR";"Os dermocosméticos da ADCOS são produtos compostos de substâncias e ativadores essenciais para efeitos de anti-idade, diminuição da flacidez, das manchas na pele, para renovação da pele facial e das acnes.";"https://ui.awin.com/images/upload/merchant/profile/85419.png";"https://www.lojaadcos.com.br/"
"76888";"Doce Beleza BR";"1.19237";"100.00";"6.72";"2024-04-30";"amber";"exposurelevel2";"46.8642";"no";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"72";"BR";"A Doce Beleza Cosméticos é um e-commerce criado em 2007 visando atender as necessidades dos clientes mais exigentes do mercado de cosméticos e pessoas apaixonadas por cuidados com o cabelo.";"https://ui.awin.com/images/upload/merchant/profile/76888.png";"https://www.docebeleza.com.br/"
"17727";"Phooto BR";"8.17571";"88.69";"0.60";"2020-07-30";"amber";"exposurelevel2";"68.8111";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Gifts & Flowers|Photography|Photos & Print Services";"Photography";"74";"BR";"Phooto presta serviços com praticidade, rapidez e qualidade na hora de produzir impressões.";"https://ui.awin.com/images/upload/merchant/profile/17727.png";"https://www.phooto.com.br/"
"102459";"Decolar BR";"";"0.00";"0.00";"2025-05-12";"amber";"exposurelevel2";"0";"no";"yes";"0";"0";"0";"0";"30";"Travel";"Airlines|Car Rental|Hotels & Accommodation|Tourism & Attractions|Travel Agencies";"Travel Agencies";"166";"BR";"Decolar.com é a maior agência de viagem da América Latina. Nosso site oferece serviços completos de viagem: vôos em oferta, hotéis, pacotes turísticos, aluguel de carros, entre outros serviços turísticos. Desde 1999, mais de 1.500.000 pessoas compraram su";"https://ui.awin.com/images/upload/merchant/profile/102459.png";"https://www.decolar.com/"
"17634";"Posthaus BR";"6.25885";"88.74";"1.65";"2020-08-17";"green";"none";"69.0251";"yes";"no";"0";"0";"1.7";"1.7";"30";"Retail & Shopping";"Clothing|Clothing Accessories|Shoes";"Clothing";"46";"BR";"Um grande Portal de moda com mais de 20.000 itens de marcas nacionais e internacionais para você e sua família.";"https://ui.awin.com/images/upload/merchant/profile/17634.png";"https://www.posthaus.com.br"
"65292";"DeÔnibus BR";"9.02887";"87.40";"1.11";"2024-01-22";"green";"none";"70.4714";"no";"no";"0";"0";"0";"0";"1";"Travel";"Tourism & Attractions|Travel Agencies";"Travel Agencies";"44";"BR";"DeÔnibus é um marketplace de viagens rodoviárias com milhares de destinos e centenas de viações em um só lugar. Contam com um time aplicado que trabalha todos os dias para oferecer o melhor serviço, seja por e-mail, whatsapp ou pelas redes sociais.";"https://ui.awin.com/images/upload/merchant/profile/65292.png";"https://deonibus.com/"
"109298";"Legale Lover BR";"3.55993";"37.88";"0.71";"2025-01-22";"green";"none";"47.3439";"yes";"no";"0";"0";"0";"0";"30";"Telco's & Services";"Education Training & Recruitment";"Education, Training & Recruitment";"46";"BR";"A Legale é uma instituição com mais de 20 anos de história. Oferecemos centenas de cursos e pós online em todas as áreas do Direito. Contribua para a formação de futuros juristas e operadores do Direito.";"https://ui.awin.com/images/upload/merchant/profile/109298.png";"https://www.legale.com.br"
"70963";"Calzedonia BR";"8.49755";"96.30";"1.42";"2024-02-14";"green";"none";"75.9727";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Childrenswear|Menswear|Womenswear";"Womenswear";"43";"BR";"A Calzedonia é uma renomada loja de moda íntima  que se destaca por oferecer produtos de alta qualidade, design inovador e estilo contemporâneo.";"https://ui.awin.com/images/upload/merchant/profile/70963.png";"https://www.calzedonia.com.br/"
"38988";"Cama In Box BR";"11.1584";"87.34";"10.29";"2023-01-10";"amber";"exposurelevel2";"86.3328";"no";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Furniture & Soft Furnishings|Home & Garden";"Home & Garden";"66";"BR";"A Cama Inbox é uma empresa especializada em colchões, estofados e cama box. A empresa é referência de indústrias do segmento de Móveis Estofados, oferecendo grande variedade de produtos com excelente qualidade.";"https://ui.awin.com/images/upload/merchant/profile/38988.png";"https://www.camainbox.com.br/"
"119883";"Havaianas BR";"";"0.00";"0.00";"2025-12-16";"green";"none";"0";"no";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Shoes";"Shoes";"44";"BR";"A Havaianas é uma marca brasileira icônica de sandálias de borracha, reconhecida mundialmente por seu estilo casual, colorido e associado ao lifestyle descontraído do Brasil.";"https://ui.awin.com/images/upload/merchant/profile/119883.png";"https://havaianas.com.br/"
"64086";"Pague Menos BR";"15.2922";"80.11";"1.54";"2023-11-21";"green";"none";"57.5361";"no";"no";"0";"0";"0";"0";"14";"Retail & Shopping";"Health & Beauty|Pharmaceuticals";"Health & Beauty";"57";"BR";"A Pague Menos é uma renomada rede de farmácias no Brasil, oferecendo uma extensa variedade de produtos farmacêuticos, itens de higiene pessoal e beleza. A empresa se destaca por sua presença nacional, tanto física quanto online.";"https://ui.awin.com/images/upload/merchant/profile/64086.png";"https://www.paguemenos.com.br/"
"30615";"Spicy BR";"6.57511";"82.69";"2.93";"2022-06-20";"green";"none";"63.4114";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Department Stores|Home & Garden|White Goods";"Home & Garden";"46";"BR";"Hoje quando pensamos em Cozinha, Mesa e Bar é impossível não pensar em Spicy. Spicy mantém o objetivo de selecionar e trazer o melhor em utensílios domésticos.";"https://ui.awin.com/images/upload/merchant/profile/30615.png";"https://www.spicy.com.br/"
"117697";"Hoteis.com BR";"3.29221";"83.18";"1.51";"2025-08-06";"amber";"exposurelevel2";"58.874";"no";"no";"0";"0";"0";"0";"7";"";"";"";"127";"BR";"Hotels.com is a global accommodation booking platform that offers a wide range of hotels, resorts, and lodging options worldwide, with exclusive benefits and a loyalty program for its users.";"https://ui.awin.com/images/upload/merchant/profile/117697.png";"https://www.hoteis.com/"
"28773";"ArtWalk BR";"5.82162";"87.35";"2.12";"2022-06-06";"amber";"exposurelevel2";"54.0073";"no";"no";"0";"0";"0";"0";"15";"Retail & Shopping";"Shoes";"Shoes";"89";"BR";"Especialistas em tênis. Uma das maiores redes de lojas de calçados do Brasil. Atualmente estamos presentes nos melhores shoppings de todo o Brasil.";"https://ui.awin.com/images/upload/merchant/profile/28773.png";"https://www.artwalk.com.br/"
"17824";"Compra Certa BR";"2.02411";"91.68";"1.47";"2020-08-27";"green";"none";"52.7626";"yes";"yes";"0";"0";"0";"0";"14";"Retail & Shopping";"Computers|Department Stores|Electronic Accessories|Electronic Superstore|Furniture & Soft Furnishings|Gadgets|Home & Garden|PC & Video Games|White Goods|Wine Spirits & Tobacco";"White Goods";"60";"BR";"Compra Certa é Um clube de compras exclusivas para clientes e funcionários de empresas parceiras, com descontos em produtos Brastemp, Consul e KitchenAid direto da fábrica e com ofertas garantidas.";"https://ui.awin.com/images/upload/merchant/profile/17824.png";"https://www.compracerta.com.br"
"17770";"Wine BR";"2.59624";"97.85";"0.71";"2020-08-20";"amber";"exposurelevel2";"68.0355";"yes";"no";"0";"0";"3.5";"3.5";"1";"Retail & Shopping";"Wine Spirits & Tobacco";"Wine, Spirits & Tobacco";"79";"BR";"A Wine é uma das maiores lojas de comércio eletrônico de vinhos. Está apta a entregar em todas as regiões do país e conta com um sistema integrado de distribuição.";"https://ui.awin.com/images/upload/merchant/profile/17770.png";"https://www.wine.com.br/"
"31355";"iPlace BR";"2.23938";"84.01";"1.23";"2022-08-10";"green";"none";"62.8342";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Electronic Accessories|Gadgets";"Electronic Accessories";"44";"BR";"Reconhecidas pela qualidade, simplicidade e inovação ligados a marca, as lojas oferecem o mais alto padrão de atendimento, com consultores especializados e um ambiente preparado para você interagir com os produtos e ter a melhor experiência Apple.";"https://ui.awin.com/images/upload/merchant/profile/31355.png";"https://www.iplace.com.br/"
"124878";"WAU";"";"0.00";"0.00";"2026-03-12";"amber";"exposurelevel4";"0";"yes";"no";"0";"0";"0";"0";"30";"";"Health & Beauty";"Health & Beauty";"null";"GB";"WAU Global is a premium beauty and health tech brand offering innovative, professional-grade devices for face, body, and hair care at home. Partner with us to earn a highly competitive 15% commission on our top-converting products with a strong $300 (AOV)";"https://ui.awin.com/images/upload/merchant/profile/124878.png";"https://wauglobal.com/"
"17652";"Nike BR";"1.70373";"80.05";"0.77";"2020-07-23";"green";"none";"55.8043";"yes";"yes";"5.87";"5.87";"0";"0";"7";"Retail & Shopping";"Sportswear";"Sportswear";"46";"BR";"A Nike é uma das principais marcas esportivas do mundo. Agora você pode rentabilizar o seu site divulgando os nossos produtos!";"https://ui.awin.com/images/upload/merchant/profile/17652.png";"https://www.nike.com.br"
"84989";"Compra Direta Empresas BR";"5.90383";"94.35";"4.28";"2024-09-16";"green";"none";"71.4558";"no";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"White Goods";"White Goods";"38";"BR";"O Compra Direta Empresas é o canal de vendas corporativas da Whirlpool Corporation, líder mundial em eletrodomésticos para cozinha e lavanderia. A companhia atua no Brasil através das marcas Brastemp, Consul e KitchenAid.";"https://ui.awin.com/images/upload/merchant/profile/84989.png";"https://www.compradiretaempresas.com.br/"
"78586";"Needs No Label";"4.52546";"49.46";"0.06";"2024-07-10";"amber";"exposurelevel1";"40.1218";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Womenswear";"Womenswear";"118";"GB";"Needs No Label offers women affordable clothing in current styles, created from quality fabric. With a focus on gorgeous prints and timeless shapes, we hope our styles become staples in your wardrobes!";"https://ui.awin.com/images/upload/merchant/profile/78586.png";"https://www.needsnolabel.com/"
"126693";"Exypna";"";"0.00";"0.00";"2026-05-13";"amber";"exposurelevel2";"0";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"null";"BR";"Exypna is an energy drink brand created for people seeking more focus, energy and performance in their daily routine. With a modern identity and bold flavor, Exypna delivers an energetic experience for sports, work and lifestyle moments.";"https://ui.awin.com/images/upload/merchant/profile/126693.png";"https://exypna.com.br/"
"124582";"Cellfy BR";"18.6205";"88.57";"13.18";"2026-04-09";"amber";"exposurelevel2";"89.8422";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Electronic Accessories|Gadgets|PC & Video Games";"Electronic Accessories";"null";"BR";"Somos a ponte entre você e o que há de mais inovador no mundo gamer e tech - conte com o grupo Cellfy!";"https://ui.awin.com/images/upload/merchant/profile/124582.png";"https://www.cellfy.com.br/"
"107484";"Seazone BR";"14.7436";"94.00";"7.25";"2025-09-15";"amber";"exposurelevel2";"66.3588";"no";"no";"0";"0";"0";"0";"30";"Travel";"Hotels & Accommodation";"Hotels & Accommodation";"80";"BR";"Seu lugar fora de casa. Alugue pelo tempo que quiser, sem burocracia, com segurança e 100% digital.";"https://ui.awin.com/images/upload/merchant/profile/107484.png";"https://seazone.com.br/"
"120918";"Allugator BR";"0.763065";"32.12";"0.59";"2026-01-07";"amber";"exposurelevel2";"38.608";"no";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Computers|Electronic Accessories|Gadgets";"Gadgets";"46";"BR";"A allu acredita que você pode ter acesso a tudo que quer, sem precisar ter todo aquele dinheiro pra comprar. E daí surgiu o modelo de assinatura: você escolhe o produto que deseja alugar e a forma como quer pagar.";"https://ui.awin.com/images/upload/merchant/profile/120918.png";"https://www.allugator.com/"
"121604";"Bemol BR";"2.53884";"81.25";"1.04";"2025-12-02";"amber";"exposurelevel2";"65.2058";"no";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Department Stores";"Department Stores";"72";"BR";"A Bemol é uma das maiores redes de varejo da Região Norte, oferecendo uma ampla variedade de produtos de eletrônicos e eletrodomésticos a itens para o lar — com forte presença física e digital.";"https://ui.awin.com/images/upload/merchant/profile/121604.png";"https://www.bemol.com.br/"
"119873";"Box Magenta BR";"7.06983";"100.00";"1.63";"2025-11-04";"amber";"exposurelevel2";"69.5658";"no";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"88";"BR";"Uma assinatura, um clube, uma experiência de beleza ultra personalizada. Para todas as pessoas que amam esse universo, adoram testar coisas novas e querem descobrir novas versões delas mesmas. Todo mês, são 5 produtos full-size perfeitos pra você.";"https://ui.awin.com/images/upload/merchant/profile/119873.png";"https://boxmagenta.com.br/"
"126515";"Radiale Pneus";"";"0.00";"0.00";"2026-06-09";"amber";"exposurelevel2";"0";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Automotive";"Automotive";"null";"BR";"A Radiale é um e-commerce de pneus que oferece compra simples, confiável e transparente em todo o Brasil. Possui programa de afiliados com 5% de comissão sobre vendas de alto valor (pneus de carro comprados geralmente em 2 ou 4 unidades).";"https://ui.awin.com/images/upload/merchant/profile/126515.png";"https://radiale.com.br"
"17608";"Central Ar BR";"2.97567";"73.41";"3.25";"2020-07-21";"green";"none";"59.0021";"yes";"no";"0";"0";"0";"0";"1";"Retail & Shopping";"Home & Garden|White Goods";"White Goods";"51";"BR";"Com mais de 33 anos de história e líder de vendas do segmento no e-commerce brasileiro, a Central Ar é campeã em vendas e distribuição de condicionadores de ar para todo o Brasil.";"https://ui.awin.com/images/upload/merchant/profile/17608.png";"https://www.centralar.com.br/"
"17668";"Shopclub BR";"7.33976";"93.05";"1.49";"2020-07-20";"amber";"exposurelevel2";"54.6926";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Department Stores";"Department Stores";"88";"BR";"O Shopclub é uma plataforma de venda de produtos Electrolux, tendo preços exclusivos e compra do produto direto da fábrica.";"https://ui.awin.com/images/upload/merchant/profile/17668.png";"https://www.shopclub.com.br"
"122752";"Gran Cursos BR";"";"0.00";"0.00";"2026-02-25";"amber";"exposurelevel2";"0";"no";"yes";"0";"0";"0";"0";"7";"Telco's & Services";"Education Training & Recruitment";"Education, Training & Recruitment";"null";"BR";"O Gran Cursos Online surgiu de uma iniciativa dos empresários Gabriel Granjeiro e Rodrigo Calado, que, juntos, somam quase 20 anos de experiência no mercado de concursos públicos.";"https://ui.awin.com/images/upload/merchant/profile/122752.png";"https://www.grancursosonline.com.br/"
"104715";"Animale BR";"5.57098";"96.06";"4.10";"2024-11-06";"green";"none";"69.2072";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Womenswear";"Womenswear";"42";"BR";"Com mais de 30 anos de história, a Animale segue de maneira autêntica e inspiradora movimentando a moda nacional, sempre de olho no futuro. Após refinar sua vocação para a sofisticação, em 2019, com as novas Animale ORO e Animale Jeans, a marca permanece.";"https://ui.awin.com/images/upload/merchant/profile/104715.png";"https://www.animale.com.br/"
"107041";"Hope Resort BR";"6.09411";"68.42";"1.43";"2025-05-28";"green";"none";"59.0268";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Lingerie";"Lingerie";"43";"BR";"Hope Resort é a marca do Grupo HOPE voltada para moda praia e fitness, com peças elegantes, versáteis e confortáveis, pensadas para acompanhar a mulher em todos os momentos.";"https://ui.awin.com/images/upload/merchant/profile/107041.png";"https://www.hoperesort.com.br/"
"120990";"Dark Lab BR";"25.3283";"64.06";"2.56";"2025-12-04";"green";"none";"69.0837";"no";"yes";"0";"0";"0";"0";"30";"";"";"";"58";"BR";"A Dark Lab é uma empresa de suplementos alimentares que busca oferecer produtos de alta qualidade e eficácia para atletas, praticantes de atividades físicas e pessoas que buscam uma vida mais saudável.";"https://ui.awin.com/images/upload/merchant/profile/120990.png";"https://darklabsuplementos.com.br/"
"75408";"Nothingprojector";"1.25434";"15.43";"0.60";"2025-07-15";"green";"none";"14.9257";"yes";"yes";"0";"0";"0";"0";"30";"";"Computers|Electronic Accessories";"Computers";"74";"US";"With extensive involvement in projector and screen development spanning years, our company boasts robust experience and technical prowess, instilling confidence in our partners and customers regarding the stability and reliability of our product";"https://ui.awin.com/images/upload/merchant/profile/75408.png";"https://nothingprojector.com"
"88453";"Wondershare Global Limited";"0.338162";"75.00";"0.06";"2025-08-12";"green";"none";"34.0942";"yes";"yes";"0";"0";"0";"0";"90";"";"Audio Visual|Computers|Music & DVD|B2B Utility Services|Digital TV & Video-on-Demand|Software Downloads|Utilities";"Computers";"80";"US";"Empowered with AI, our software and products are available in over 150 countries worldwide. We are constantly inspired by our users and strive to create simple and easy-to-use software that meets their needs.";"https://ui.awin.com/images/upload/merchant/profile/88453.png";"https://www.wondershare.com"
"23659";"ASICS BR";"2.69795";"93.37";"1.42";"2021-06-28";"green";"none";"44.8546";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing|Clothing Accessories|Sportswear";"Sportswear";"75";"BR";"Todo corredor quer alcançar a vitória, toda vitória tem um ASICS. Aproveite as tecnologias ASICS para ter desempenho, amortecimento e conforto. Há 70 anos no mercado. Maior Amortecimento.";"https://ui.awin.com/images/upload/merchant/profile/23659.png";"https://www.asics.com.br/"
"124204";"Sam's Club BR";"0.973693";"69.03";"0.24";"2026-03-12";"green";"none";"60.0594";"no";"yes";"0";"0";"0";"0";"7";"Retail & Shopping";"Lead Gen";"Lead Gen";"56";"BR";"Sam's Club é uma rede de clubes de compras por associação, oferecendo produtos de alta qualidade a preços competitivos para famílias e pequenos negócios";"https://ui.awin.com/images/upload/merchant/profile/124204.png";"https://sejasocio.samsclub.com.br/index.php/creator-sams"
"122316";"Westwing BR";"6.42939";"78.20";"2.30";"2026-01-14";"amber";"exposurelevel2";"57.8506";"no";"yes";"0";"0";"0";"0";"7";"Retail & Shopping";"Furniture & Soft Furnishings";"Furniture & Soft Furnishings";"87";"BR";"A Westwing é uma marca de e-commerce especializada em Home  Living, reconhecida por sua curadoria de móveis, decoração e acessórios que unem design, funcionalidade e inspiração.";"https://ui.awin.com/images/upload/merchant/profile/122316.png";"https://www.westwing.com.br/"
"102893";"Decor Colors BR";"7.62274";"92.58";"4.15";"2024-10-17";"green";"none";"63.6995";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Home & Garden";"Home & Garden";"73";"BR";"Gostamos de dar vida e cor as coisas​!Descubra como a Decor Colors pode ajudar a tornar a sua casa ainda mais acolhedora e moderna, sem a necessidade de grandes reformas.";"https://ui.awin.com/images/upload/merchant/profile/102893.png";"https://loja.decorcolors.com.br/"
"120659";"Promofarma BR";"7.53226";"81.98";"0.66";"2026-01-14";"amber";"exposurelevel2";"55.1558";"no";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Pharmaceuticals";"Pharmaceuticals";"67";"BR";"Cuidar da saúde de todos, sempre com atenção e simpatia, proporcionando economia aos nossos clientes e visando o nosso crescimento sustentável de estrutura de lojas, estoques, logística e entrega";"https://ui.awin.com/images/upload/merchant/profile/120659.png";"https://www.promofarma.com.br/"
"47533";"Efacil BR";"6.78972";"91.70";"2.84";"2023-07-04";"green";"none";"68.3377";"yes";"no";"0";"0";"0";"0";"1";"Retail & Shopping";"Electronic Accessories|Gadgets|White Goods";"White Goods";"43";"BR";"A Efácil é uma loja de varejo online que comercializa eletrônicos, celulares, bebidas, móveis, utilidades domésticas e mais.";"https://ui.awin.com/images/upload/merchant/profile/47533.png";"https://www.efacil.com.br/"
"25279";"Brinox Shop BR";"12.5022";"97.81";"2.88";"2021-10-28";"amber";"exposurelevel2";"74.3024";"no";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Gifts & Flowers|Green (Eco friendly)|Home & Garden";"Home & Garden";"43";"BR";"Somos a Loja Oficial da marca Brinox.";"https://ui.awin.com/images/upload/merchant/profile/25279.png";"https://www.brinox.com.br"
"17806";"Centauro BR";"1.83781";"80.31";"0.58";"2020-08-31";"green";"none";"38.0375";"yes";"yes";"0";"0";"0";"0";"1";"Retail & Shopping";"Sportswear";"Sportswear";"89";"BR";"Fundada em 1981, a Centauro é maior rede de lojas de produtos esportivos da América Latina.";"https://ui.awin.com/images/upload/merchant/profile/17806.png";"https://www.centauro.com.br/"
"17870";"Cobasi BR";"16.6123";"95.14";"1.81";"2020-08-20";"green";"none";"69.6604";"yes";"yes";"0";"0";"0";"0";"1";"Retail & Shopping";"Home & Garden|Pets & Pet Care";"Pets & Pet Care";"50";"BR";"A Cobasi, presente no mercado físico desde 1985, é uma das principais marcas do segmento pet no Brasil e oferece através do seu e-commerces os melhores produtos do segmento com os melhores preços.";"https://ui.awin.com/images/upload/merchant/profile/17870.png";"https://www.cobasi.com.br/"
"17772";"Brastemp BR";"1.85526";"86.32";"1.36";"2020-08-28";"green";"none";"50.1669";"yes";"yes";"3";"3";"0";"0";"30";"Retail & Shopping";"Department Stores|Electronic Accessories|Electronic Superstore|White Goods";"White Goods";"59";"BR";"Parte do grupo Whirlpool, a Brastemp já nasceu assiiim... uma Brastemp.Autêntica, predestinada a ser diferente, a apontar caminhos, a ditar tendências.";"https://ui.awin.com/images/upload/merchant/profile/17772.png";"https://www.brastemp.com.br"
"29407";"BELEZA NA WEB BR";"1.74797";"92.99";"0.78";"2021-11-09";"green";"none";"0";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"43";"BR";"Beleza na Web é um ecommerce para os apaixonados por beleza que conta mais com mais de 250 marcas e promoções exclusivas. Centenas de marcas de prestígio. Produtos de qualidade que realizam pequenos milagres de beleza.";"https://ui.awin.com/images/upload/merchant/profile/29407.png";"https://www.belezanaweb.com.br/"
"18878";"Acer BR";"1.28169";"91.86";"0.96";"2020-06-09";"green";"none";"66.7151";"no";"no";"1.5";"1.5";"0";"0";"7";"Retail & Shopping";"Computers|Electronic Accessories";"Computers";"43";"BR";"Acer é um fornecedor global de computadores, que se classificou em 2º lugar nas vendas de Notebooks, tablets, e outros produtos mundialmente. Está presente no Brasil desde 2009, fornecendo notebooks e tablets ao mercado nacional.";"https://ui.awin.com/images/upload/merchant/profile/18878.png";"https://br-store.acer.com"
"118761";"JBL BR";"";"0.00";"0.00";"2025-10-09";"green";"none";"0";"no";"yes";"0";"0";"0";"0";"1";"Retail & Shopping";"Electronic Accessories|Gadgets";"Gadgets";"48";"BR";"JBL é líder mundial em áudio, reconhecida por suas caixas de som e fones de ouvido que unem potência, inovação e design icônico";"https://ui.awin.com/images/upload/merchant/profile/118761.png";"https://www.jbl.com.br/"
"36382";"Tok & Stok BR";"6.34651";"72.38";"1.90";"2022-11-08";"amber";"exposurelevel2";"53.775";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Furniture & Soft Furnishings|Home & Garden|Office Supplies";"Home & Garden";"77";"BR";"Presente em diversos estados do Brasil, e também no Distrito Federal, com lojas distribuídas em várias cidades brasileiras, a TokStok é referência em móveis e decoração no Brasil com design, produtos exclusivos.";"https://ui.awin.com/images/upload/merchant/profile/36382.png";"https://www.tokstok.com.br/"
"17590";"Fastshop BR";"1.96861";"81.75";"2.31";"2020-05-14";"amber";"exposurelevel2";"48.9847";"yes";"yes";"21";"21";"0";"0";"1";"Retail & Shopping";"Audio Visual|Electronic Accessories|Electronic Superstore|White Goods";"Electronic Superstore";"127";"BR";"Fast Shop é uma rede de lojas que tem como foco Encantar o cliente, por isso as lojas têm design arrojado, ambiente acolhedor e layout ergonômico que oferecem aos consumidores: exposição, experimentação, entretenimento, pós-venda e serviços diferenciados.";"https://ui.awin.com/images/upload/merchant/profile/17590.png";"https://site.fastshop.com.br/"
"24534";"Motorola BR";"2.4667";"93.80";"1.74";"2021-09-22";"green";"none";"64.1854";"yes";"no";"0";"0";"0";"0";"7";"Retail & Shopping";"Electronic Accessories|Electronic Superstore|Gadgets";"Electronic Superstore";"45";"BR";"A Motorola existe para projetar, criar e fornecer inovações significativas para pessoas em todo o mundo, apresentando sempre as melhores tecnologias para transformar a maneira como descobrem, compartilham e se conectam com o mundo ao seu redor.";"https://ui.awin.com/images/upload/merchant/profile/24534.png";"https://www.motorola.com.br/"
"70909";"Plié BR";"10.76";"98.56";"1.80";"2024-02-08";"amber";"exposurelevel2";"81.1989";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Lingerie|Womenswear";"Lingerie";"64";"BR";"A Plié é uma marca de lingerie,com foco na modelagem para que funcionem como base perfeita sob a roupa. Sem marcar ou apertar, a Plié modela e valoriza os contornos femininos.";"https://ui.awin.com/images/upload/merchant/profile/70909.png";"https://www.plie.com.br/"
"70066";"Unidas BR";"2.18112";"99.74";"0.88";"2024-01-16";"green";"none";"69.8207";"no";"no";"0";"0";"0";"0";"30";"Travel";"Car Rental";"Car Rental";"45";"BR";"Unidas destaca-se no setor de locação de veículos. Com uma frota diversificada que atende desde necessidades cotidianas até demandas corporativas, a Unidas oferece soluções de mobilidade que combinam qualidade, eficiência e atendimento exemplar.";"https://ui.awin.com/images/upload/merchant/profile/70066.png";"https://www.unidas.com.br/"
"28777";"Magic Feet BR";"5.52068";"83.55";"0.57";"2022-06-06";"amber";"exposurelevel2";"47.8416";"no";"no";"0";"0";"0";"0";"15";"Retail & Shopping";"Shoes";"Shoes";"93";"BR";"Especialistas em calçados infantis, com mais de 45 lojas distribuídas em 8 estados diferentes, estamos presentes nos melhores shoppings e agora também atendemos a você no comércio eletrônico.";"https://ui.awin.com/images/upload/merchant/profile/28777.png";"https://www.magicfeet.com.br/"
"78292";"Webfones BR";"2.49836";"92.42";"0.26";"2024-04-11";"amber";"exposurelevel2";"63.4447";"yes";"no";"0";"0";"0";"0";"7";"Retail & Shopping";"Computers|Electronic Accessories|PC & Video Games|White Goods";"PC & Video Games";"74";"BR";"A Webfones é um e-commerce brasileiro especialista em eletrônicos. Auxiliam no momento mais importante da compra, a decisão correta. Na Webfones, você encontra produtos de qualidade, atendimento especializado com segurança e rapidez na entrega.";"https://ui.awin.com/images/upload/merchant/profile/78292.png";"https://www.webfones.com.br/"
"81383";"Carraro BR";"4.98111";"54.55";"3.19";"2024-08-30";"amber";"exposurelevel2";"63.1792";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Furniture & Soft Furnishings";"Furniture & Soft Furnishings";"71";"BR";"Com mais de 60 anos de história e tradição, a Móveis Carraro é reconhecida como uma das principais referências no mercado. Com duas unidades fabris, uma especializada na fabricação de Painéis, é responsável pela produção dos Dormitórios e linha de Cozinha";"https://ui.awin.com/images/upload/merchant/profile/81383.png";"https://loja.carraro.com.br/"
"105615";"Leveros BR";"5.64186";"75.48";"7.18";"2024-11-07";"green";"none";"69.6607";"yes";"yes";"0";"0";"0";"0";"30";"Retail & Shopping";"Home & Garden|White Goods";"White Goods";"42";"BR";"Se é importante para você, é prioridade para nós.Estamos aqui para oferecer o melhor serviço que você já recebeu.";"https://ui.awin.com/images/upload/merchant/profile/105615.png";"https://www.leveros.com.br/"
